Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Country Code
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2014,2014,Head,12941,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2015,2015,Head,405,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2016,2016,Head,940,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2017,2017,Head,3683,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2018,2018,Head,15772,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2019,2019,Head,23961,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2020,2020,Head,33662,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5908,Export Quantity,2122,Sheep,2021,2021,Head,27512,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2006,2006,1000 US$,1340,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2007,2007,1000 US$,3013,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2008,2008,1000 US$,890,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2009,2009,1000 US$,1323,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2010,2010,1000 US$,21709,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2011,2011,1000 US$,71219,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2012,2012,1000 US$,11582,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2013,2013,1000 US$,3884,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2014,2014,1000 US$,2230,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2015,2015,1000 US$,71,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2016,2016,1000 US$,139,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2017,2017,1000 US$,599,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2018,2018,1000 US$,2848,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2019,2019,1000 US$,4001,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2020,2020,1000 US$,6618,A,Official figure,BG
TCL,Crops and livestock products,100,Bulgaria,5922,Export Value,2122,Sheep,2021,2021,1000 US$,7319,A,Official figure,BG
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2006,2006,Head,3285,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2007,2007,Head,14895,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2008,2008,Head,15566,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2009,2009,Head,4545,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2010,2010,Head,9496,A,Official figure,HR
TCL,Crops and livestock products,191,Croatia,5908,Export Quantity,2111,Cattle,2011,2011,Head,28562,A,Official figure,HR
