,created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.result_type,metadata.iso_language_code,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries
0,Tue Jan 10 09:58:52 +0000 2023,1612750814493409280,1612750814493409280,Wonderful community participation to #SaveSoil. Healthy soil=Wealthy farmer &amp; wealthy community. When enriching soi… https://t.co/sR9ysXlpNB,True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1121,2623,False,False,False,en,"[{'text': 'SaveSoil', 'indices': [37, 46]}]",[],[],"[{'url': 'https://t.co/sR9ysXlpNB', 'expanded_url': 'https://twitter.com/i/web/status/1612750814493409280', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",popular,en,67611162,67611162,Sadhguru,SadhguruJV,India,"Yogi, Mystic, Visionary &
Founder, @ishafoundation.
Tweets from Sadhguru himself are signed -Sg.
#SaveSoil #ConsciousPlanet | @cpsavesoil",https://t.co/28wBIclc3y,"[{'url': 'https://t.co/28wBIclc3y', 'expanded_url': 'http://Savesoil.org', 'display_url': 'Savesoil.org', 'indices': [0, 23]}]",[],False,4056412,4,2181,Fri Aug 21 13:49:35 +0000 2009,0,,,True,True,12735,,False,False,False,B08E76,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/1559603903720656896/jt5DWJVy_normal.jpg,https://pbs.twimg.com/profile_images/1559603903720656896/jt5DWJVy_normal.jpg,https://pbs.twimg.com/profile_banners/67611162/1646798880,04279C,000000,EADEAA,333333,True,False,False,False,,,,none,[]
